NAME	LT_HSC_Ctrl_1	LT_HSC_Ctrl_2	LT_HSC_Ctrl_3	LT_HSC_shCTCF_1	LT_HSC_shCTCF_2	LT_HSC_shCTCF_3	ST_HSC_Ctrl_1	ST_HSC_Ctrl_2	ST_HSC_Ctrl_3	ST_HSC_shCTCF_1	ST_HSC_shCTCF_2	ST_HSC_shCTCF_3	CD34+/CD38+_Ctrl_1	CD34+/CD38+_Ctrl_2	CD34+/CD38+_Ctrl_3	CD34+/CD38+shCTCF_1	CD34+/CD38+shCTCF_2	CD34+/CD38+shCTCF_3
C9orf40	14.6736	15.7947	14.0849	17.6448	14.8102	14.7956	15.2698	16.1531	13.3207	15.6437	17.0886	15.8561	19.9437	23.4509	20.5378	26.2695	21.4338	24.5657
C9orf41	23.8997	24.1757	23.2589	20.527	20.7492	21.3588	23.7253	23.9024	21.4789	19.9211	20.312	21.4568	27.5038	23.9551	29.2299	23.7667	25.298	20.985
NMRK1	11.3428	13.5168	15.9356	16.232	13.8229	14.297	12.5836	11.184	11.8327	11.8069	10.7951	12.5095	16.2348	16.9421	15.2397	14.3523	14.2355	18.0053
MIR548H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFK	30.0625	29.8836	31.1092	41.1649	40.7586	41.6998	24.9309	27.143	25.8687	31.7874	31.1822	33.3427	46.7587	42.6924	41.7551	47.6586	46.3271	52.9355
PRUNE2	0.521641	0.829731	0.879654	0.693045	0.942825	1.04544	0.620862	0.688191	0.371837	0.645333	0.701086	0.443221	0.417452	0.320662	0.526147	0.256662	0.313367	0.455646
VPS13A-AS1	0	0	0	0.562153	0	0	0	0.360836	0	0	0	0	0	0.31925	0	0	0	0
GNA14	0.0922344	0.164139	0.109333	0.086631	0.661294	0.159475	0.118981	0.147954	0.0766806	0.0722334	0.0479865	0.044688	0.133167	0.422133	0.656717	0.23057	0.685091	0.386492
GNAQ	22.9592	21.513	21.5333	20.1956	17.4569	22.0348	28.843	31.9434	27.6988	25.3347	30.8217	28.3402	32.0779	32.3321	36.2737	31.0078	33.3455	24.4177
TLE1	0.58125	0.433579	0.777373	0.674171	0.84468	1.06352	0.670654	0.456312	0.340279	0.605771	0.92402	0.808474	1.39487	2.51641	3.39578	1.62749	2.79317	1.71311
RASEF	0.00967583	0.0293609	0.0366186	0.0817315	0.0286578	0.057288	0	0	0	0.0201198	0	0.00929216	0	0	0	0	0	0
FRMD3	0	0	0.146362	0.0904084	0.0954447	0.0850334	0	0.120457	0.0826289	0	0.058894	0	0.11509	0.254053	0.263059	0.150766	0.111684	0.358513
UBQLN1	29.7801	30.341	28.6951	32.1932	33.9189	29.401	33.5484	33.027	33.8557	33.5325	38.0333	33.4807	44.5523	45.2691	36.923	48.3404	39.5826	41.7817
GKAP1	2.69937	3.8621	3.57485	2.81746	2.68414	3.75068	1.21491	1.40189	1.73681	2.38502	1.97641	1.97005	1.70398	2.75573	2.05123	1.63906	1.62299	2.92672
KIF27	2.51431	2.08948	2.22399	2.40367	2.18619	1.92746	1.6693	1.77618	1.96195	1.62593	1.44963	1.86896	1.28207	1.89037	1.92713	1.71775	2.21995	2.00938
C9orf64	5.53259	6.35941	5.84197	7.6638	8.68996	8.75078	4.51003	8.12951	7.08678	6.69994	9.82083	7.56962	14.7162	9.93048	10.5078	15.4982	12.331	11.9196
HNRNPK	363.286	443.357	519.416	473.727	478.119	515.806	547.39	535.443	522.087	549.055	520.479	476.597	552.088	556.284	595.594	604.733	580.064	621.087
MIR7-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC28A3	0.0120192	0.0365275	0.0227627	0	0.0118699	0.0356097	0	0.102597	0.0530898	0	0.0719751	0.127268	0	0.517611	0.349518	0.0265398	0.315695	0.282821
AGTPBP1	12.5411	13.2122	13.3227	15.2087	13.8268	14.5026	13.9979	11.9351	13.2954	13.3591	13.1915	14.2549	13.0946	16.1096	19.9164	14.02	19.7051	17.3141
GOLM1	30.5621	22.595	26.4309	33.5657	22.2247	25.9221	31.9738	26.9737	27.3264	29.7891	27.3762	26.7997	32.8874	27.0386	35.8268	37.7053	30.4771	37.7476
C9orf153	0	0.0993682	0	0.0304709	0	0.294027	0	0	0.108326	0.0339596	0.324392	0	0.0755539	0.0330758	0	0.734196	0.0718023	0.0643429
ISCA1	25.7826	27.8523	25.262	28.9146	29.0547	24.9341	21.8747	24.8366	21.6966	22.8068	24.7666	21.7876	37.0452	33.6499	30.6583	37.3912	25.7071	33.5299
ZCCHC6	10.2386	11.4288	8.87993	9.62664	9.16882	8.09755	10.4389	12.5734	11.2761	9.79635	11.8572	10.0784	13.7403	11.0976	13.5509	11.8299	13.6603	10.0907
GAS1	0.460736	0.223806	0.170879	0.282178	0.178224	0.197863	0.310148	0.256856	0.288313	0.27166	0.31249	0.213088	0.346171	0.284959	0.371386	0.311008	0.066012	0.138003
LOC440173	0	0	0	0	0	0.0868901	0	0	0	0	0	0	0	0.029856	0	0	0	0.0579908
LOC494127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC392364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0771694	0
CDK20	2.51891	2.74962	2.63163	2.55998	2.90903	2.67887	1.75512	1.68757	2.01847	2.12924	1.90384	2.26228	1.14364	1.29899	1.54026	1.42461	1.27064	1.42333
SPATA31C2	0.235084	0.0893475	0.111306	0.455194	0.420929	0.333624	0.227556	0.203799	0.11362	0.229511	0.213717	0.35394	0.0168505	0.0894246	0.0724026	0	0.0160886	0.0720691
LOC286238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHC3	0.0108192	0	0.00511449	0.005076	0.00533785	0	0	0.0172722	0.00595372	0.0224664	0	0.00518034	0	0	0.0132535	0	0.00589143	0
SEMA4D	30.8108	27.3682	25.5347	15.674	18.3141	16.7867	30.911	27.0029	28.7915	24.0107	24.0083	26.3555	23.7083	21.4698	23.4135	19.1509	17.33	12.3821
LOC286370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC340515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIRAS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129316	0.0206202	0	0	0	0	0.0101745	0	0	0	0	0	0	0	0	0	0.0113657	0.0112606	0
AUH	11.1583	10.0309	12.8203	12.8205	8.36915	10.3505	13.1021	13.7315	13.3992	13.0122	10.1069	13.4702	22.134	19.6812	20.7818	19.8636	17.3419	21.326
NFIL3	8.20324	7.95692	8.29437	10.0642	8.89871	10.1429	10.1207	12.2565	9.2688	10.4966	12.9181	9.84054	12.885	15.421	17.7887	15.7095	18.0463	20.6034
MIR3910-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROR2	0.737328	0.841966	1.56111	0.692164	0.595865	1.23071	0.346072	0.443264	0.39966	0.502376	0.348134	0.800206	0.061432	0.149526	0.0990145	0.0296131	0.132016	0.118272
SPTLC1	43.031	49.7564	50.5979	39.3628	40.1504	40.9707	39.1604	46.1072	42.5806	34.1532	39.3439	37.9883	56.7222	57.9318	58.3723	47.7713	50.0275	52.3379
IARS	198.732	213.047	195.27	206.636	194.746	202.821	220.61	259.095	254.353	232.946	243.025	247.887	263.444	207.717	245.503	243.779	233.187	197.208
MIR3651,SNORA84	330.483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244.895	0	0
NOL8	28.9909	32.8928	33.786	36.1877	35.6554	35.126	35.7625	40.6014	29.5331	33.406	39.0156	32.2208	38.4372	42.8845	41.446	39.2811	38.9727	43.3081
OGN	0.753814	0.558806	0.231731	0.937533	0.422995	0.322019	0.336489	0.413696	0.451211	0.403889	0.402622	0.453258	0.328728	0.310548	0.629659	0.542386	0.738685	0.52103
OMD	1.60057	1.44396	0.94054	1.24924	1.18152	0.824095	0.791049	1.08474	1.52404	0.706114	1.14932	1.07003	1.40548	0.894031	1.3953	0.851338	1.81037	1.6443
ASPN	0.430615	0.567232	0.264325	0.475922	0.501178	0.350482	0.209137	0.379516	0.33729	0.211802	0.184613	0.122933	0.20524	0.335144	0.471146	0.366405	0.474523	0.700279
ECM2	0.577861	0.494593	0.438775	0.460245	0.342683	0.265627	0.148023	0.184962	0.29261	0.10819	0.29846	0.315564	0.438562	0.521391	0.612681	0.341272	0.695488	0.460095
MIR4670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPPK	5.22585	5.70274	6.00197	6.3113	6.75324	6.14691	5.69992	6.61394	6.22452	6.70546	7.79025	7.17289	6.93802	5.03639	5.8968	7.6814	7.3299	6.33825
BICD2	25.7511	21.8051	19.9876	20.4402	17.3778	22.3713	24.7065	24.0388	22.0597	23.1725	24.6514	23.2637	16.4835	14.7215	18.7131	19.498	17.9147	13.3852
ZNF484	2.82847	3.8373	2.68611	4.16141	4.87931	3.52988	3.24188	4.60071	4.28828	3.57379	4.91079	3.85963	3.67385	3.27139	3.73093	3.72146	3.81078	3.29081
NINJ1	67.6363	58.866	66.8426	57.6501	58.3657	55.2137	46.3699	28.2913	51.2985	54.2126	37.7857	56.5211	19.2513	22.5428	23.4857	18.9655	26.9442	31.1227
C9orf129	0	0	0	0.05417	0	0.0570559	0	0	0	0	0	0	0	0	0	0	0	0
FAM120AOS	36.542	38.6235	40.4694	35.1721	39.4962	34.5456	34.5364	40.4638	40.3572	39.5371	38.2069	38.4972	42.8351	34.8448	39.0838	38.651	33.1211	37.4001
BARX1	0	0	0	0	0.0834797	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7DHG	1.64864	1.02712	1.71344	1.08085	1.33848	1.08863	0.977987	0.430557	0.895864	1.63139	0.835749	1.134	0.944916	1.33235	0.440311	1.18523	1.00549	1.30178
FAM22F	0	0	0	0	0	0	0	0.0239041	0	0	0	0	0	0	0.0276722	0	0	0
FBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBP1	0.125594	0.643447	0.0796559	0	0.0414974	0	0	0.124643	0.0467614	0.175934	0.218544	0.123264	0.294859	0.593104	0.419578	0.141171	0.745377	0.625969
MIR3074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANCC	5.48666	5.25021	4.75633	4.68188	3.97314	3.70581	5.58316	5.71746	5.16096	4.96512	5.6	5.58825	5.91754	4.57714	5.15857	6.08527	5.29222	5.5687
PTCH1	0.0779273	0.178793	0.0386192	0.104552	0.219958	0.0480722	0.120138	0.155717	0.113542	0.173629	0.169413	0.0867706	0.0833495	0.0493094	0.0341376	0.038288	0.0151699	0.0203868
LINC00476	4.48909	3.20893	3.79995	5.17459	6.01972	3.89211	3.29207	3.36791	3.68011	4.11726	2.40617	3.79407	3.01774	4.18947	3.17199	4.01613	4.98775	4.72546
LINC00092	0	0	0	0	0	0	0	0	0.0392303	0.0369176	0.146891	0.103219	0.534311	0.143815	0	0.512467	0.156125	0
LOC158434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD17B3	0	0	0	0.0554144	0.058493	0	0	0	0	0	0	0	0	0	0	0.0668934	0	0
SLC35D2	5.19787	7.39731	7.73456	8.95775	11.1205	11.1421	2.52436	4.12496	3.23414	4.18886	6.79801	3.87044	4.53749	4.84909	4.14153	5.65846	4.01353	4.49597
ZNF367	17.7841	25.7366	22.0636	19.0393	20.5811	21.1283	15.7543	20.1406	16.9407	15.3464	18.3074	18.1043	18.2059	17.2227	18.0087	15.6955	17.5616	16.0855
CDC14B	3.66779	3.08807	3.39552	3.05432	3.07078	2.90462	2.66156	3.01519	2.85726	2.70178	2.87039	2.86188	2.3247	1.91476	2.79541	2.34605	2.3418	1.79335
AAED1	20.0506	24.482	22.7731	28.4467	29.2741	27.0515	16.4794	20.7004	17.4159	20.8629	23.3755	18.726	21.4327	24.5857	18.0992	22.458	26.2884	29.4008
ZNF510	3.93083	3.87096	4.24674	4.14325	4.87742	3.92069	4.91717	5.13027	4.67129	4.39401	4.8885	4.49411	3.90366	4.15251	4.26196	3.2214	4.23633	2.90035
ZNF782	2.9149	2.46117	3.04858	2.76852	2.86373	2.52891	1.98299	2.69823	2.36601	2.49332	3.04721	2.32503	2.88447	2.73649	3.49182	2.9465	3.50991	2.89637
HIATL2	17.4219	12.3123	13.0689	12.6468	14.4612	11.9774	17.1944	17.7363	18.9113	15.3967	20.3346	21.4736	27.6504	21.0004	17.4038	24.5075	23.8866	20.5139
CTSL2	0.0482194	0.0256328	0.0359415	0.225742	0.166677	0.321259	0.0522779	0.0269923	0.0931215	0.125431	0.100151	0.243586	0.144906	0.270003	0.186878	0.159643	0.316316	0.283376
LOC340508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC286359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSTD2	13.0556	13.4817	13.5113	13.1347	13.8199	14.4126	11.7841	14.9051	15.2414	13.9246	14.4794	14.0502	13.5567	12.1608	14.0332	12.6981	15.8668	12.2881
XPA	17.9571	17.8132	18.8913	17.7986	19.4589	16.6377	17.4159	15.9154	11.7827	13.4113	12.6018	11.5064	13.0121	16.0384	14.0601	13.2291	13.0651	15.8368
C9orf156	11.3965	12.376	11.8215	17.9006	17.5789	15.6081	13.3969	15.0637	14.4024	14.2132	14.87	14.0542	18.1399	17.5583	15.5332	21.7587	18.5358	23.0709
HEMGN	45.7206	60.3882	55.8757	67.5007	65.0775	55.1393	35.1056	42.4702	39.0755	43.322	48.5973	44.2411	13.4604	16.8279	15.0902	18.5263	25.2311	26.4164
TRIM14	23.7045	20.7831	20.7821	14.4834	13.2423	17.6131	24.4258	15.9248	21.9034	19.3727	12.966	16.0108	9.18266	10.8279	15.087	9.98669	12.8875	11.9366
CORO2A	6.86521	4.65324	4.89186	5.74743	5.04625	4.87889	5.2079	2.22045	3.02361	4.06755	2.35704	3.13425	1.01039	1.56301	2.6199	1.3649	2.5114	3.02863
TBC1D2	1.34855	2.18762	2.0293	1.30758	1.48851	1.69314	1.72469	0.959678	1.22991	1.47453	0.908037	1.31709	0.696472	1.01616	1.27306	0.598925	1.20291	1.22776
GABBR2	0	0	0	0	0	0.00918148	0	0	0	0	0.00965817	0	0	0	0	0	0	0
ANKS6	5.4296	4.8154	4.45004	4.94816	4.20167	5.09151	6.47261	5.19338	4.90302	6.33946	5.12253	5.37135	2.93708	2.22229	2.96795	3.53414	3.47728	2.57518
ALG2	22.6865	23.0385	26.188	20.2188	24.615	19.6534	23.7349	24.5066	22.7747	19.9508	20.9976	22.9175	28.3397	34.7007	30.9808	21.5103	28.1701	32.7905
LOC441461	1.39778	1.8806	1.35972	1.48955	1.75904	0.350288	0.716327	0.582326	0.615829	0.572923	1.49472	0.55877	0.68416	0.931464	0.709186	0.635823	0.837369	0.563433
ERP44	24.0303	27.3652	26.5408	26.6804	28.5319	28.9802	21.8027	26.0086	21.6119	23.2515	24.8469	20.6605	30.2779	39.2033	33.8019	33.4732	35.6801	43.6338
TEX10	44.0024	45.1401	41.7594	52.5785	43.5797	50.0067	54.7591	56.2329	55.0753	51.5776	55.4154	55.7264	55.53	43.074	53.5686	55.0812	53.0685	57.7242
BAAT	0.0330009	0	0.0625245	0	0	0.0325853	0	0	0	0	0	0	0.0568623	0	0	0	0	0
MRPL50	98.6058	100.273	102.112	101.823	98.9378	97.1568	82.4839	81.4132	79.1019	82.546	75.831	77.1585	107.589	110.503	95.5748	115.115	98.5947	110.592
ALDOB	0	0.0241589	0.0450512	0	0	0	0	0	0	0	0.0247165	0	0.027449	0	0	0	0.0261461	0.023427
TMEM246	9.00101	10.8055	12.4142	8.16586	7.32045	11.8167	4.43991	17.2298	15.2784	6.06046	17.6355	12.3348	11.4857	2.77939	3.24935	9.9063	3.35287	1.53
GRIN3A	0	0	0.03238	0.032131	0.0270335	0.0135115	0.00707397	0.0291644	0	0.0355666	0.035525	0.0328203	0.00780189	0.0138589	0	0.00753322	0.0149284	0
PPP3R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR13C4	0	0	0	0	0	0	0.0759744	0	0	0	0	0	0	0	0	0	0	0
OR13C3	0	0.0679127	0	0	0	0	0	0	0	0.0695057	0	0	0	0	0	0	0	0
OR13C5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR13C2	0	0.076652	0	0	0	0	0	0.0800781	0	0	0	0	0	0	0	0	0	0
OR13C9	0	0	0	0	0	0	0	0	0	0	0.0775415	0	0	0	0	0	0	0
ABCA1	0.231007	0.0963335	0.275362	0.400529	0.148651	0.515155	0.60183	1.62998	1.25996	0.667317	1.60948	1.36061	0.816911	1.23921	1.19932	0.728412	1.31231	1.03352
MIR548Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF4	0	0.0390809	0.0547144	0.018072	0.0760908	0.038015	0.0198651	0.0205593	0.0212997	0	0.0200114	0.0372014	0.044313	0.312795	0.190199	0.0639952	0.105648	0.246106
ACTL7B	0.0448606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKBKAP	22.309	21.9975	22.7332	21.5308	19.455	19.819	25.3294	22.698	23.7536	20.9595	20.1175	23.7982	22.4399	18.9583	22.283	21.58	22.11	16.2767
CTNNAL1	32.7499	39.4404	42.9608	38.3022	38.1173	39.6633	37.2709	28.9085	29.2099	34.0799	29.1312	32.0877	36.6186	41.2407	37.241	36.5018	35.4524	40.8678
TMEM245	8.403	8.55644	8.59379	11.0233	9.90023	11.1753	9.70364	11.5367	9.39923	11.2898	12.7736	11.3922	18.023	14.6169	14.6126	19.6919	17.4829	14.98
MIR32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRRS1L	0	0	0	0	0	0	0	0	0	0	0.115947	0.0548726	0.328969	0.113834	0.0699828	0.502345	0.0621401	0.278502
EPB41L4B	0.0146048	0.0296039	0	0	0	0	0	0	0.0161341	0.0152091	0.0151742	0	0.0502463	0.0444444	0	0.0807142	0.0319837	0.0573085
PTPN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf152	0	0.218194	0.122129	0.0806568	0.0849133	0.0848393	0	0	0	0	0	0	0	0	0.0265603	0	0.0236039	0
TXN	541.913	542.392	562.384	575.35	531.766	592.189	528.072	428.844	409.468	483.499	462.588	399.725	519.44	740.938	574.338	573.075	544.291	694.923
TXNDC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SVEP1	0	0.00429634	0	0.0159758	0	0	0	0.00905795	0	0	0.00882888	0.00814637	0.00967824	0	0.0052108	0	0.00463274	0
LPAR1	1.22111	0.718004	1.44801	1.79387	1.11903	1.3975	0.97626	0.44649	1.15446	1.46031	0.472428	0.99061	0	0.377187	0.830308	0	0.418832	0.799706
OR2K2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0368	24.5312	23.6079	23.7799	25.0648	24.3181	24.3297	24.528	22.2655	24.7463	25.7544	24.2561	24.0315	24.8414	20.7015	25.9881	24.4284	24.4088	16.0895
PTGR1	9.80448	15.9364	14.1001	12.9968	19.2827	15.1618	8.64811	12.3335	8.96117	10.2537	14.83	9.74464	10.4511	9.04461	5.6556	11.1192	7.98546	8.9349
LRRC37A5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf84	0	0.0239114	0.0447113	0.0775986	0.0699757	0.0932493	0.0365878	0	0.0651573	0	0.0245279	0.0454312	0.0135113	0.0119689	0.0145235	0.052124	0	0.0231314
MIR3134,PTBP3	33.023	35.2439	31.5381	25.1092	26.5483	31.3036	29.1634	35.7246	33.7013	27.6999	34.2755	30.5625	27.5659	24.7591	31.3318	26.926	29.4483	23.0433
SUSD1	15.9439	17.6746	16.6409	14.1243	16.9482	15.1709	16.264	29.5427	19.8692	16.1944	30.7505	17.9307	38.1047	26.2199	26.1701	32.4606	24.435	22.891
INIP	38.0892	45.206	42.4116	33.6588	32.8101	41.2944	37.6643	41.2826	36.0955	35.6254	41.5511	39.5617	29.8612	36.9088	40.9327	52.0606	47.8576	40.9349
SLC46A2	0.0229454	0.0466645	0.0652765	0	0	0.113351	0	0.0490745	0	0.0239588	0	0.0444653	0	0.140015	0.113643	0.0254914	0.0757427	0
ZNF883	2.59771	3.21101	3.362	4.2416	3.69792	3.55042	2.65555	2.70102	3.20406	2.89113	3.58794	2.8489	3.14391	2.44541	2.73773	3.50916	3.07446	3.3057
ZFP37	0.825722	0.754982	0.645737	1.22134	0.69388	0.754467	1.02271	0.441226	0.937265	0.904622	0.472351	0.978569	0.452093	0.566437	0.45943	0.20611	0.385617	1.0365
FAM225B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP15	8.83385	8.98414	9.37764	8.7307	6.75531	8.44548	10.3341	10.3488	10.308	9.61349	10.0923	9.33817	10.5758	9.23654	10.5585	10.783	11.5108	9.8177
CDC26	2.5316	2.63918	4.69068	2.94262	3.11173	3.18636	3.99116	3.76281	2.59028	2.06775	3.01848	2.30301	4.01086	3.93812	3.90906	3.99471	3.95008	3.97405
RNF183	0.0541684	0	0	0	0	0.0536738	0	0	0	0	0	0	0	0	0	0	0	0
WDR31	3.70935	2.58479	2.3447	2.38796	2.4031	1.83218	1.4885	1.42064	2.46288	1.98451	2.52649	2.7728	2.53916	1.16418	2.09765	2.06159	1.91692	1.91851
HDHD3	13.558	13.3868	12.9509	14.2986	14.3004	14.4208	12.4562	9.63515	12.9852	15.1731	12.7428	12.6615	17.0569	15.1725	12.3457	20.7746	15.3393	15.7048
ALAD	15.7508	17.4285	17.6904	15.814	19.3223	16.9444	18.8943	16.368	15.124	18.6743	17.288	17.8573	30.9361	26.7843	30.8629	34.1222	30.1906	26.9278
POLE3	211.635	201.747	208.428	229.945	223.723	205.444	224.752	222.504	219.1	224.664	199.831	210.022	238.901	253.762	258.15	248.112	243.703	304.162
AMBP	0	0	0	0	0	0	0	0.0471777	0	0	0	0	0	0.0449078	0	0	0	0
KIF12	0	0	0.0280215	0	0	0	0.0304487	0.0632413	0	0	0	0	0	0	0	0	0	0
AKNA	4.0149	4.21028	3.49656	2.94096	3.06456	3.22718	3.55056	2.13756	3.06197	3.51831	2.7123	3.90477	0.847636	2.19964	1.66483	0.69125	1.96813	2.04519
DFNB31	0.019578	0	0.0385544	0.012736	0	0.0401774	0.0280178	0.0144711	0.0149809	0.0564927	0	0.0261263	0	0.099509	0	0.0217055	0.0148459	0.0266007
LOC100505478	0.109294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFSF15	0.0800071	0.05661	0.015135	0.157674	0.16549	0.197345	0.0519492	0.0446422	0.0646567	0.108078	0.0996332	0.0997754	0.00956082	0.0169711	0.0205727	0	0.0436321	0.0491535
TNFSF8	26.2009	25.8724	31.0068	30.5247	26.2607	32.3342	18.7956	6.40348	14.3661	15.6813	6.25499	13.4244	0.0456744	2.25562	4.08712	0.0322764	3.18451	3.98062
TNC	0.074007	0.0622938	0.0758103	0.0983818	0.0730324	0.030419	0.0191131	0.00656511	0.0271586	0.0448337	0.0319897	0.0354532	0	0.0249571	0.00755833	0	0.00671954	0.0180583
LINC00474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASTN2	3.62444	3.97382	3.32379	6.9884	5.38217	5.73286	2.23075	1.76038	2.30582	3.2276	3.44088	2.8844	1.46422	0.805472	1.25197	1.82575	2.17026	1.64338
SNORA70C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0388	0	0
MIR147A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK5RAP2	13.048	12.0815	11.7193	13.0444	11.9165	12.6547	15.6516	13.0755	14.2679	13.9787	13.7169	14.3767	13.8975	13.3899	12.8444	13.85	12.7885	10.041
MEGF9	1.88455	2.29874	1.55375	1.7362	1.49337	1.84242	1.80367	1.51942	1.69575	1.83292	2.43143	2.12384	1.40066	2.3019	2.23884	1.74219	3.1316	2.28995
FBXW2	10.5393	10.8009	8.97337	11.609	13.0327	10.5157	11.3998	13.15	12.1592	11.9431	13.1863	12.4518	14.279	11.8094	12.7298	13.265	11.6938	10.3123
PSMD5	29.0985	30.4398	29.6277	28.6491	29.7707	28.8507	27.4952	29.0598	28.4373	28.6018	28.6736	27.824	37.9023	31.2168	32.8826	34.3803	30.7078	31.3335
PHF19	61.6422	63.3075	60.2825	65.6863	65.5746	57.0752	70.4519	70.7155	73.411	70.86	75.1855	66.977	61.263	68.9102	52.0723	55.2332	55.6755	57.833
TRAF1	0.229007	0.438072	0.132478	0.218963	0.415162	0.315288	0.183928	0.510527	0.135489	0.293813	0.369734	0.27204	0.276769	0.298734	0.187856	0.33874	0.194812	0.277421
C5	3.02453	4.18935	3.9185	2.65318	3.03489	2.84808	2.71543	2.85426	2.59372	2.63094	3.28339	3.11386	2.416	2.45274	2.88955	1.75382	2.96798	2.14643
RAB14	58.7346	66.307	61.686	61.3596	64.9782	64.3468	48.6769	62.752	53.6344	50.5157	60.8705	59.0106	73.0643	74.0777	66.8023	63.494	65.1381	65.4308
STOM	118.015	135.7	116.678	126.826	138.497	128.564	107.882	168.762	116.641	104.919	155.943	114.054	222.897	116.686	105.182	182.347	105.265	100.273
GGTA1P	28.4998	35.2071	27.4827	32.8627	45.0931	30.7239	12.8977	15.0097	18.1355	15.1744	19.9627	16.4692	5.35413	8.56146	6.86141	6.22347	6.88581	10.032
TTLL11	1.80873	1.516	2.06508	1.79593	1.43572	1.5417	2.31066	1.82652	1.51401	2.22258	1.88577	2.07533	2.40721	2.0236	2.0559	3.65975	2.9303	2.09449
MIR4478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA8	134.743	124.191	132.778	146.993	143.51	131.129	156.66	145.836	140.264	142.888	150.595	132.365	193.949	193.089	168.234	200.32	169.362	205.614
LHX6	4.21661	4.98117	3.41339	2.64161	1.86697	2.31211	2.66864	1.58197	3.24741	2.41919	0.879842	2.29351	0.208028	0.915726	1.36165	0.34618	0.724924	0.968944
RBM18	17.6124	19.6682	18.7534	19.9091	18.7489	19.2186	16.7218	19.6347	17.7856	18.5068	17.259	18.2648	20.9847	22.5245	23.2139	22.2493	24.4497	26.3372
OR1J1	0	0	0	0	0	0	0	0.0786946	0	0	0	0	0	0	0	0.0831901	0	0
OR1N1	0	0.0791092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1L8	0	0	0	0	0	0	0	0.0833762	0.0870635	0	0.242136	0.0772416	0	0	0	0	0	0
OR1B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCL	22.5977	22.7319	22.0846	23.7839	24.9973	22.5685	17.6694	20.3809	18.5133	18.187	20.843	20.4894	20.443	18.5841	19.4237	20.8366	20.2002	21.8933
RC3H2	17.18	18.0197	17.929	18.0103	20.5716	17.0986	16.2614	19.1071	17.2475	16.991	21.5349	19.568	16.88	17.9099	15.2248	17.2932	17.9126	14.8085
SNORD90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB6	2.81012	3.33459	4.11735	4.42178	4.07092	5.09878	3.0537	3.92499	3.42782	3.34305	4.50358	4.09674	4.73688	4.16551	4.80986	4.71462	5.27096	4.56479
ZBTB26	4.67709	3.65827	5.32978	4.16053	5.18563	4.71699	4.69568	6.01535	6.10333	4.47232	5.751	4.83051	5.72995	5.88181	5.78177	6.09291	6.30917	6.82755
