gene_id	sample_1	sample_2	status	value_1	value_2	log2_fold_change	test_stat	p_value	q_value	Gene Name
XLOC_015723	HSC_LacZ	HSC_shCTCF	OK	41.0171	32.2316	-0.34775	-1.44402	0.0102	0.0466036	MIR5193,UBA7
XLOC_015749	HSC_LacZ	HSC_shCTCF	OK	7.8011	2.09325	-1.89793	-5.24298	0.00005	0.000514911	DUSP7
XLOC_015761	HSC_LacZ	HSC_shCTCF	OK	20.866	15.8226	-0.399169	-1.76664	0.00385	0.0212353	PBRM1
XLOC_015838	HSC_LacZ	HSC_shCTCF	OK	73.9524	101.018	0.449949	1.94521	0.0009	0.00636826	CLDND1
XLOC_015877	HSC_LacZ	HSC_shCTCF	OK	75.2075	31.2083	-1.26894	-5.98511	0.00005	0.000514911	NAA50
XLOC_015893	HSC_LacZ	HSC_shCTCF	OK	24.7542	19.6155	-0.335676	-1.51442	0.0101	0.0462494	LRRC58
XLOC_015915	HSC_LacZ	HSC_shCTCF	OK	3.18323	2.14588	-0.568922	-1.81981	0.0025	0.0148857	HEG1
XLOC_015931	HSC_LacZ	HSC_shCTCF	OK	14.8561	10.5856	-0.488951	-1.80771	0.0023	0.0138998	MGLL
XLOC_015946	HSC_LacZ	HSC_shCTCF	OK	16.6872	9.20655	-0.858012	-3.57103	0.00005	0.000514911	PLXND1
XLOC_015961	HSC_LacZ	HSC_shCTCF	OK	19.5219	25.855	0.405351	1.54578	0.00805	0.0385983	RYK
XLOC_016066	HSC_LacZ	HSC_shCTCF	OK	24.2427	36.6965	0.59809	2.20086	0.00025	0.00214661	TNFSF10
XLOC_016084	HSC_LacZ	HSC_shCTCF	OK	5.82231	3.73035	-0.642281	-1.76705	0.00685	0.0338919	MAP6D1
XLOC_016148	HSC_LacZ	HSC_shCTCF	OK	117.338	157.133	0.421308	1.90672	0.00075	0.00546525	NCBP2
XLOC_016167	HSC_LacZ	HSC_shCTCF	OK	5.08466	3.24801	-0.646594	-1.66607	0.00315	0.0180233	FGFRL1
XLOC_016180	HSC_LacZ	HSC_shCTCF	OK	8.29029	5.81771	-0.510971	-1.70331	0.003	0.0173049	FAM193A
XLOC_016181	HSC_LacZ	HSC_shCTCF	OK	4.58362	3.30356	-0.472464	-1.62711	0.00365	0.0203304	SH3BP2
XLOC_016213	HSC_LacZ	HSC_shCTCF	OK	15.8466	10.7748	-0.556516	-2.202	0.00035	0.00286871	SH3TC1
XLOC_016214	HSC_LacZ	HSC_shCTCF	OK	16.1314	10.3283	-0.643279	-2.35746	0.00015	0.00137554	HTRA3
XLOC_016249	HSC_LacZ	HSC_shCTCF	OK	10.6394	15.5219	0.544887	1.87725	0.0077	0.03723	BST1
XLOC_016254	HSC_LacZ	HSC_shCTCF	OK	117.516	88.8533	-0.403361	-2.11487	0.0038	0.0210103	MED28
XLOC_016282	HSC_LacZ	HSC_shCTCF	OK	12.818	5.1726	-1.30921	-4.89619	0.00005	0.000514911	KLHL5
XLOC_016289	HSC_LacZ	HSC_shCTCF	OK	6.20149	4.05965	-0.61126	-2.22134	0.00015	0.00137554	N4BP2
XLOC_016294	HSC_LacZ	HSC_shCTCF	OK	2.50197	3.6051	0.526973	1.51581	0.00875	0.0412558	LIMCH1
XLOC_016322	HSC_LacZ	HSC_shCTCF	OK	19.1437	25.3381	0.404441	1.68508	0.00345	0.0194119	SRD5A3
XLOC_016332	HSC_LacZ	HSC_shCTCF	OK	25.874	19.0707	-0.440145	-1.91536	0.0013	0.0086707	REST
XLOC_016373	HSC_LacZ	HSC_shCTCF	OK	0.349704	0.92273	1.39977	1.97766	0.0064	0.0320918	IL8
XLOC_016410	HSC_LacZ	HSC_shCTCF	OK	55.0934	75.9395	0.462972	1.99603	0.0004	0.00321384	AGPAT9
XLOC_016447	HSC_LacZ	HSC_shCTCF	OK	8.18383	12.0184	0.554392	1.81744	0.00195	0.0121317	BANK1
XLOC_016475	HSC_LacZ	HSC_shCTCF	OK	0.609979	0.270763	-1.17173	-1.53459	0.01035	0.0471533	UGT8
XLOC_016524	HSC_LacZ	HSC_shCTCF	OK	2.41726	5.24208	1.11677	3.4931	0.00005	0.000514911	MMAA
XLOC_016548	HSC_LacZ	HSC_shCTCF	OK	86.9321	117.409	0.433575	1.64317	0.00275	0.0161062	GUCY1A3
XLOC_016556	HSC_LacZ	HSC_shCTCF	OK	31.1343	42.0271	0.432812	1.94148	0.0029	0.016821	ETFDH
XLOC_016559	HSC_LacZ	HSC_shCTCF	OK	5.07871	7.67999	0.596643	2.20189	0.00025	0.00214661	RAPGEF2
XLOC_016659	HSC_LacZ	HSC_shCTCF	OK	36.5365	51.6207	0.498612	2.27747	0.0011	0.00753475	GRPEL1
XLOC_016715	HSC_LacZ	HSC_shCTCF	OK	51.8057	38.6697	-0.421909	-1.77218	0.0023	0.0138998	PDS5A
XLOC_016725	HSC_LacZ	HSC_shCTCF	OK	10.714	14.8632	0.472254	1.50515	0.00815	0.0389778	GNPDA2
XLOC_016740	HSC_LacZ	HSC_shCTCF	OK	3.44104	4.80582	0.481937	1.61865	0.00475	0.0252001	USP46
XLOC_016741	HSC_LacZ	HSC_shCTCF	OK	0.276865	0.662927	1.25967	1.63204	0.01025	0.0467874	ERVMER34-1
XLOC_016793	HSC_LacZ	HSC_shCTCF	OK	5.31129	9.29454	0.80732	2.29695	0.003	0.0173049	CXCL2
XLOC_016802	HSC_LacZ	HSC_shCTCF	OK	27.3072	39.9883	0.550296	2.13415	0.0043	0.0232439	CXCL10
XLOC_016818	HSC_LacZ	HSC_shCTCF	OK	5.23964	7.90296	0.592924	1.74607	0.0088	0.0414393	TMEM150C
XLOC_016862	HSC_LacZ	HSC_shCTCF	OK	19.7764	14.3897	-0.458743	-1.78916	0.0013	0.0086707	LAMTOR3
XLOC_016902	HSC_LacZ	HSC_shCTCF	OK	3.08913	1.84549	-0.743197	-1.67272	0.0025	0.0148857	CAMK2D
XLOC_016905	HSC_LacZ	HSC_shCTCF	OK	0.845116	1.77437	1.07008	1.99824	0.0045	0.0241122	TRAM1L1
XLOC_016937	HSC_LacZ	HSC_shCTCF	OK	5.94341	2.75242	-1.11059	-3.71426	0.00005	0.000514911	SETD7
XLOC_016977	HSC_LacZ	HSC_shCTCF	OK	6.43036	9.53538	0.568392	1.94959	0.0007	0.00515778	FAM198B
XLOC_016992	HSC_LacZ	HSC_shCTCF	OK	4.34729	6.13673	0.497354	1.72096	0.00455	0.0243297	DDX60
XLOC_016994	HSC_LacZ	HSC_shCTCF	OK	9.05195	13.1076	0.534102	1.99176	0.0016	0.0102984	CBR4
XLOC_016999	HSC_LacZ	HSC_shCTCF	OK	1.33063	2.15936	0.698494	1.73457	0.0029	0.016821	MFAP3L
XLOC_017001	HSC_LacZ	HSC_shCTCF	OK	595.476	760.865	0.353599	1.62597	0.00435	0.0234594	HMGB2
XLOC_017159	HSC_LacZ	HSC_shCTCF	OK	6.63349	4.91816	-0.431647	-1.55459	0.00525	0.0273518	MAST4
XLOC_017162	HSC_LacZ	HSC_shCTCF	OK	167.047	212.733	0.348792	1.7966	0.00575	0.0294227	CCNB1
XLOC_017202	HSC_LacZ	HSC_shCTCF	OK	73.0686	160.119	1.13182	5.72535	0.00005	0.000514911	CRHBP
XLOC_017231	HSC_LacZ	HSC_shCTCF	OK	2.09048	3.84205	0.878044	2.27888	0.0007	0.00515778	POLR3G
XLOC_017278	HSC_LacZ	HSC_shCTCF	OK	32.6651	42.3319	0.373993	1.45233	0.01075	0.0485829	TNFAIP8
XLOC_017288	HSC_LacZ	HSC_shCTCF	OK	0.918845	1.8248	0.989848	1.88615	0.006	0.030441	SNX24
XLOC_017296	HSC_LacZ	HSC_shCTCF	OK	25.1838	19.1638	-0.394111	-1.72196	0.0049	0.0258537	PRRC1
XLOC_017328	HSC_LacZ	HSC_shCTCF	OK	9.65018	13.7028	0.505838	1.90871	0.00155	0.0100287	C5orf24
XLOC_017350	HSC_LacZ	HSC_shCTCF	OK	72.1758	55.9612	-0.367088	-1.5953	0.00635	0.0318911	UBE2D2
XLOC_017420	HSC_LacZ	HSC_shCTCF	OK	4.46657	7.16111	0.681015	2.53312	0.00005	0.000514911	SLC26A2
XLOC_017425	HSC_LacZ	HSC_shCTCF	OK	5.3505	3.95667	-0.435385	-1.54829	0.0101	0.0462494	NDST1
XLOC_017433	HSC_LacZ	HSC_shCTCF	OK	250.924	172.351	-0.541901	-2.53986	0.00005	0.000514911	G3BP1
XLOC_017461	HSC_LacZ	HSC_shCTCF	OK	159.349	205.413	0.366335	1.68668	0.0027	0.0158596	CCNG1
XLOC_017483	HSC_LacZ	HSC_shCTCF	OK	42.089	27.9982	-0.588112	-2.54655	0.00005	0.000514911	ERGIC1
XLOC_017511	HSC_LacZ	HSC_shCTCF	OK	78.8573	107.06	0.4411	2.10182	0.0054	0.0279792	PRELID1
XLOC_017579	HSC_LacZ	HSC_shCTCF	OK	13.653	17.9475	0.394566	1.61368	0.00865	0.0408801	CMBL
XLOC_017595	HSC_LacZ	HSC_shCTCF	OK	0.546016	1.07709	0.980128	1.69838	0.00785	0.037813	CDH9
XLOC_017622	HSC_LacZ	HSC_shCTCF	OK	2.87374	4.24499	0.562831	1.58103	0.0064	0.0320918	FYB
XLOC_017642	HSC_LacZ	HSC_shCTCF	OK	13.5209	9.17698	-0.5591	-1.77015	0.0026	0.0153776	PAIP1
XLOC_017646	HSC_LacZ	HSC_shCTCF	OK	33.7909	20.8735	-0.694958	-3.07895	0.00005	0.000514911	EMB
XLOC_017667	HSC_LacZ	HSC_shCTCF	OK	7.57247	14.8712	0.973685	3.13323	0.00005	0.000514911	PLK2
XLOC_017670	HSC_LacZ	HSC_shCTCF	OK	6.06075	2.59487	-1.22383	-3.31999	0.00005	0.000514911	ELOVL7
XLOC_017698	HSC_LacZ	HSC_shCTCF	OK	7.98743	5.94565	-0.425896	-1.50389	0.01005	0.0460693	FAM169A
XLOC_017710	HSC_LacZ	HSC_shCTCF	OK	7.40362	4.61987	-0.680378	-2.3358	0.00035	0.00286871	LHFPL2
XLOC_017775	HSC_LacZ	HSC_shCTCF	OK	23.5862	16.8448	-0.485633	-1.93449	0.0004	0.00321384	TICAM2,TMED7,TMED7-TICAM2
XLOC_017795	HSC_LacZ	HSC_shCTCF	OK	1.37691	3.76075	1.44959	2.70834	0.00005	0.000514911	P4HA2
XLOC_017832	HSC_LacZ	HSC_shCTCF	OK	34.5367	48.9164	0.502188	2.26245	0.00045	0.00354882	HNRNPA0
XLOC_017845	HSC_LacZ	HSC_shCTCF	OK	34.6072	23.0161	-0.588428	-2.44419	0.00475	0.0252001	MZB1
XLOC_017846	HSC_LacZ	HSC_shCTCF	OK	2.96111	1.47077	-1.00957	-2.35023	0.0005	0.00387949	PROB1
XLOC_017902	HSC_LacZ	HSC_shCTCF	OK	24.2789	11.2872	-1.10502	-3.90013	0.00005	0.000514911	TNIP1
XLOC_017950	HSC_LacZ	HSC_shCTCF	OK	39.6574	24.9876	-0.666377	-3.04387	0.00005	0.000514911	STK10
XLOC_017979	HSC_LacZ	HSC_shCTCF	OK	57.2191	40.892	-0.484677	-1.93403	0.00075	0.00546525	DOK3
XLOC_018066	HSC_LacZ	HSC_shCTCF	OK	30.4768	45.8811	0.590188	2.61306	0.00045	0.00354882	GMPR
XLOC_018190	HSC_LacZ	HSC_shCTCF	OK	8.26904	13.7413	0.732724	2.56324	0.0002	0.00176911	HCP5
XLOC_018198	HSC_LacZ	HSC_shCTCF	OK	1120.75	666.357	-0.750102	-3.25968	0.00005	0.000514911	AIF1
XLOC_018225	HSC_LacZ	HSC_shCTCF	OK	1051.36	1357.18	0.36836	2.14077	0.0037	0.0205576	HLA-DRA
XLOC_018226	HSC_LacZ	HSC_shCTCF	OK	17.0419	27.9337	0.712918	2.79654	0.00005	0.000514911	HLA-DQA1
XLOC_018227	HSC_LacZ	HSC_shCTCF	OK	7.5485	14.6568	0.957307	3.0077	0.0002	0.00176911	HLA-DQA2
XLOC_018234	HSC_LacZ	HSC_shCTCF	OK	14.1449	23.497	0.732192	2.47504	0.00005	0.000514911	SLC39A7
XLOC_018257	HSC_LacZ	HSC_shCTCF	OK	13.0717	8.58632	-0.606334	-2.13114	0.00085	0.0060702	FANCE
XLOC_018267	HSC_LacZ	HSC_shCTCF	OK	54.9825	25.9615	-1.0826	-4.73179	0.00005	0.000514911	KCTD20
XLOC_018269	HSC_LacZ	HSC_shCTCF	OK	36.9223	100.002	1.43746	5.89367	0.00005	0.000514911	CDKN1A
XLOC_018308	HSC_LacZ	HSC_shCTCF	OK	12.0033	9.00644	-0.414404	-1.47151	0.0098	0.045164	PTK7
XLOC_018313	HSC_LacZ	HSC_shCTCF	OK	4.2886	2.77221	-0.629467	-1.89832	0.00195	0.0121317	ABCC10
XLOC_018317	HSC_LacZ	HSC_shCTCF	OK	31.4854	46.7419	0.570033	2.00547	0.0003	0.00251452	MAD2L1BP
XLOC_018336	HSC_LacZ	HSC_shCTCF	OK	11.6667	7.41847	-0.653203	-2.519	0.00005	0.000514911	CD2AP
XLOC_018429	HSC_LacZ	HSC_shCTCF	OK	0.479855	0.976535	1.02507	1.88088	0.0021	0.0128976	PRDM1
XLOC_018430	HSC_LacZ	HSC_shCTCF	OK	10.2637	7.91624	-0.374658	-1.51075	0.0105	0.0476911	AIM1
XLOC_018454	HSC_LacZ	HSC_shCTCF	OK	10.8352	5.84996	-0.889227	-3.17795	0.00005	0.000514911	MARCKS
XLOC_018473	HSC_LacZ	HSC_shCTCF	OK	42.5693	26.767	-0.669357	-2.49079	0.00015	0.00137554	ASF1A
XLOC_018535	HSC_LacZ	HSC_shCTCF	OK	58.3479	76.2029	0.385165	1.87484	0.00545	0.0281808	LTV1
XLOC_018554	HSC_LacZ	HSC_shCTCF	OK	1.94531	3.97654	1.03152	2.44032	0.00055	0.00420702	PPP1R14C
XLOC_018646	HSC_LacZ	HSC_shCTCF	OK	6.73299	9.59715	0.511359	1.66457	0.0035	0.01964	NEDD9
XLOC_018759	HSC_LacZ	HSC_shCTCF	OK	62.2101	44.6525	-0.478406	-1.60106	0.00655	0.0326932	LTB
XLOC_018772	HSC_LacZ	HSC_shCTCF	OK	52.2866	34.6704	-0.592738	-2.74387	0.00005	0.000514911	VARS
XLOC_018777	HSC_LacZ	HSC_shCTCF	OK	33.1702	26.0064	-0.351024	-1.46746	0.0109	0.049119	EHMT2
XLOC_018797	HSC_LacZ	HSC_shCTCF	OK	18.5542	25.8545	0.478674	1.57538	0.00585	0.0298297	HLA-DQB1
XLOC_018882	HSC_LacZ	HSC_shCTCF	OK	6.47431	4.28447	-0.595608	-1.92196	0.0007	0.00515778	CUL7
XLOC_018907	HSC_LacZ	HSC_shCTCF	OK	14.1606	24.3531	0.782223	3.23916	0.00005	0.000514911	TNFRSF21
XLOC_018929	HSC_LacZ	HSC_shCTCF	OK	18.2892	32.96	0.849726	3.39906	0.00005	0.000514911	GSTA4
XLOC_018990	HSC_LacZ	HSC_shCTCF	OK	16.1484	10.0995	-0.677105	-2.69517	0.00005	0.000514911	RNGTT
XLOC_019025	HSC_LacZ	HSC_shCTCF	OK	9.65704	17.3008	0.841185	3.50435	0.00005	0.000514911	SEC63
XLOC_019026	HSC_LacZ	HSC_shCTCF	OK	5.62808	9.22683	0.713193	2.51705	0.00005	0.000514911	OSTM1
XLOC_019028	HSC_LacZ	HSC_shCTCF	OK	57.0853	72.4634	0.344133	1.48888	0.0097	0.0447909	SESN1
XLOC_019031	HSC_LacZ	HSC_shCTCF	OK	18.7978	11.4671	-0.713061	-2.63668	0.00005	0.000514911	MICAL1
XLOC_019083	HSC_LacZ	HSC_shCTCF	OK	17.3398	28.5064	0.717203	3.10609	0.00005	0.000514911	STX7
XLOC_019094	HSC_LacZ	HSC_shCTCF	OK	1.50916	2.65722	0.81617	1.59928	0.00645	0.032293	SGK1
XLOC_019120	HSC_LacZ	HSC_shCTCF	OK	1.50011	1.00722	-0.574689	-1.53887	0.01015	0.0464291	HIVEP2
XLOC_019151	HSC_LacZ	HSC_shCTCF	OK	5.71635	8.54454	0.57991	1.91623	0.0031	0.0177828	CNKSR3
XLOC_019157	HSC_LacZ	HSC_shCTCF	OK	181.531	233.11	0.360796	2.31044	0.00835	0.0397513	DYNLT1
XLOC_020330	HSC_LacZ	HSC_shCTCF	OK	16.8376	11.7791	-0.515449	-1.63046	0.0044	0.0236783	HEATR2
XLOC_020337	HSC_LacZ	HSC_shCTCF	OK	1.64702	0.871105	-0.918936	-1.69668	0.005	0.0262781	MAFK
XLOC_020341	HSC_LacZ	HSC_shCTCF	OK	131.156	189.949	0.534325	2.04872	0.0005	0.00387949	NUDT1
XLOC_020377	HSC_LacZ	HSC_shCTCF	OK	10.9195	16.9207	0.631878	2.18838	0.00025	0.00214661	ARL4A
XLOC_020423	HSC_LacZ	HSC_shCTCF	OK	4.23909	6.33978	0.580677	1.99738	0.00075	0.00546525	C7orf41
XLOC_020444	HSC_LacZ	HSC_shCTCF	OK	21.2285	28.359	0.4178	1.66829	0.0034	0.0191784	ANLN
XLOC_020445	HSC_LacZ	HSC_shCTCF	OK	4.51905	8.52129	0.915052	2.47873	0.0037	0.0205576	GPR141
XLOC_020467	HSC_LacZ	HSC_shCTCF	OK	12.2291	7.2868	-0.746956	-2.57245	0.00005	0.000514911	AEBP1
XLOC_020545	HSC_LacZ	HSC_shCTCF	OK	9.77233	6.12862	-0.67314	-2.1313	0.0001	0.000961775	ELN
XLOC_020550	HSC_LacZ	HSC_shCTCF	OK	6.89994	3.89638	-0.824449	-2.67118	0.00005	0.000514911	CLIP2
XLOC_020598	HSC_LacZ	HSC_shCTCF	OK	7.21444	3.83197	-0.912801	-2.65396	0.00005	0.000514911	CLDN12
XLOC_020609	HSC_LacZ	HSC_shCTCF	OK	281.388	186.251	-0.595317	-3.54786	0.00005	0.000514911	GNG11
XLOC_020626	HSC_LacZ	HSC_shCTCF	OK	87.6609	61.005	-0.523007	-2.15401	0.0001	0.000961775	ARPC1A
XLOC_020738	HSC_LacZ	HSC_shCTCF	OK	48.7404	60.8918	0.321131	1.46195	0.01	0.0458826	CALU
XLOC_020749	HSC_LacZ	HSC_shCTCF	OK	1.71521	2.79295	0.7034	1.49415	0.01025	0.0467874	STRIP2
XLOC_020767	HSC_LacZ	HSC_shCTCF	OK	0.453442	0.860943	0.924999	1.53978	0.00715	0.0350815	CALD1
XLOC_020812	HSC_LacZ	HSC_shCTCF	OK	96.1752	72.6916	-0.403876	-1.89286	0.00435	0.0234594	ZYX
XLOC_020899	HSC_LacZ	HSC_shCTCF	OK	15.1519	10.373	-0.546662	-2.26923	0.00015	0.00137554	INTS1
XLOC_020957	HSC_LacZ	HSC_shCTCF	OK	0.327661	0.960384	1.55141	1.68618	0.0083	0.0395586	STEAP1B
XLOC_021045	HSC_LacZ	HSC_shCTCF	OK	85.9448	65.4392	-0.393255	-1.91207	0.0023	0.0138998	MYO1G
XLOC_021055	HSC_LacZ	HSC_shCTCF	OK	8.96514	6.71896	-0.416088	-1.63425	0.00645	0.032293	TNS3
XLOC_021138	HSC_LacZ	HSC_shCTCF	OK	2.10213	3.24766	0.627551	1.76691	0.0041	0.022344	SEMA3C
XLOC_021279	HSC_LacZ	HSC_shCTCF	OK	0.569638	1.41922	1.31698	2.80125	0.00005	0.000514911	CTTNBP2
XLOC_021302	HSC_LacZ	HSC_shCTCF	OK	3.87421	2.46725	-0.651	-2.21644	0.0003	0.00251452	MGC27345
XLOC_021303	HSC_LacZ	HSC_shCTCF	OK	25.2062	17.8519	-0.497696	-1.87215	0.00085	0.0060702	RBM28
XLOC_021353	HSC_LacZ	HSC_shCTCF	OK	69.4752	104.424	0.587886	2.02844	0.00055	0.00420702	MRPS33
XLOC_021386	HSC_LacZ	HSC_shCTCF	OK	6.37441	3.80274	-0.745253	-2.22061	0.00075	0.00546525	ZNF777
XLOC_021393	HSC_LacZ	HSC_shCTCF	OK	16.5787	12.4552	-0.412584	-1.51644	0.0081	0.038792	GIMAP6
XLOC_021403	HSC_LacZ	HSC_shCTCF	OK	4.2248	7.45262	0.818864	1.90149	0.0013	0.0086707	SMARCD3
XLOC_021430	HSC_LacZ	HSC_shCTCF	OK	1.96613	2.87136	0.54638	1.62063	0.0063	0.0316815	CLN8
XLOC_021468	HSC_LacZ	HSC_shCTCF	OK	7.17679	12.0028	0.741957	2.1501	0.00025	0.00214661	NEIL2
XLOC_021490	HSC_LacZ	HSC_shCTCF	OK	68.9575	91.6794	0.410891	2.01177	0.0009	0.00636826	ATP6V1B2
XLOC_021532	HSC_LacZ	HSC_shCTCF	OK	1.02391	1.71314	0.742555	2.16888	0.0001	0.000961775	FZD3
XLOC_021556	HSC_LacZ	HSC_shCTCF	OK	23.5542	16.9275	-0.476613	-2.05607	0.00035	0.00286871	TACC1
XLOC_021579	HSC_LacZ	HSC_shCTCF	OK	24.4089	18.5888	-0.392972	-1.72151	0.00415	0.0225664	HGSNAT
XLOC_021595	HSC_LacZ	HSC_shCTCF	OK	90.3911	67.5697	-0.419803	-1.91033	0.00095	0.00666836	LYN
XLOC_021614	HSC_LacZ	HSC_shCTCF	OK	7.66798	4.55408	-0.751687	-2.07394	0.0004	0.00321384	MTFR1
XLOC_021624	HSC_LacZ	HSC_shCTCF	OK	5.51947	8.05913	0.546094	1.69176	0.00315	0.0180233	PREX2
XLOC_021637	HSC_LacZ	HSC_shCTCF	OK	14.5501	21.2071	0.543517	2.0943	0.00015	0.00137554	GDAP1
XLOC_021657	HSC_LacZ	HSC_shCTCF	OK	0.203574	1.21648	2.57909	3.184	0.00055	0.00420702	CA2
XLOC_021706	HSC_LacZ	HSC_shCTCF	OK	24.2661	31.7221	0.386547	1.59168	0.00535	0.0277693	FZD6
XLOC_021707	HSC_LacZ	HSC_shCTCF	OK	16.9979	27.7604	0.70767	2.17732	0.0001	0.000961775	CTHRC1
XLOC_021712	HSC_LacZ	HSC_shCTCF	OK	15.1786	11.2812	-0.428117	-1.54266	0.00755	0.0366526	OXR1
XLOC_021745	HSC_LacZ	HSC_shCTCF	OK	3.99009	2.54434	-0.649126	-1.77604	0.00435	0.0234594	TRIB1
XLOC_021763	HSC_LacZ	HSC_shCTCF	OK	6.56661	4.42758	-0.568631	-1.94773	0.0011	0.00753475	DENND3
XLOC_021779	HSC_LacZ	HSC_shCTCF	OK	9.51854	6.36621	-0.580305	-2.01891	0.00105	0.0072473	RHPN1
XLOC_021805	HSC_LacZ	HSC_shCTCF	OK	20.4322	12.5662	-0.701301	-2.5426	0.00045	0.00354882	MFSD3
XLOC_021893	HSC_LacZ	HSC_shCTCF	OK	1.29351	2.01007	0.635959	1.85744	0.00135	0.00894156	PSD3
XLOC_021910	HSC_LacZ	HSC_shCTCF	OK	29.4518	38.2329	0.376459	1.54929	0.00955	0.0442416	TNFRSF10B
XLOC_021948	HSC_LacZ	HSC_shCTCF	OK	14.3835	20.3195	0.498447	1.89443	0.00515	0.0269207	PPP2CB
XLOC_021957	HSC_LacZ	HSC_shCTCF	OK	3.39212	5.33111	0.652251	2.0513	0.0004	0.00321384	RAB11FIP1
XLOC_022029	HSC_LacZ	HSC_shCTCF	OK	10.8348	8.33852	-0.377811	-1.52785	0.01055	0.0478693	ARFGEF1
XLOC_022057	HSC_LacZ	HSC_shCTCF	OK	1.87855	1.28763	-0.544907	-1.55899	0.00725	0.0354759	PAG1
XLOC_022084	HSC_LacZ	HSC_shCTCF	OK	12.7516	9.53912	-0.418752	-1.566	0.0063	0.0316815	TMEM64
XLOC_022129	HSC_LacZ	HSC_shCTCF	OK	56.4346	30.0365	-0.909862	-3.98444	0.00005	0.000514911	AZIN1
XLOC_022169	HSC_LacZ	HSC_shCTCF	OK	46.9501	33.7239	-0.477358	-2.20975	0.0003	0.00251452	KIAA0196
XLOC_022197	HSC_LacZ	HSC_shCTCF	OK	5.97581	4.00103	-0.578765	-1.61962	0.0053	0.0275551	AGO2
XLOC_022204	HSC_LacZ	HSC_shCTCF	OK	5.02632	3.41121	-0.559219	-1.64204	0.00375	0.0207827	JRK
XLOC_022218	HSC_LacZ	HSC_shCTCF	OK	0.878496	0.422398	-1.05643	-1.77265	0.0076	0.0368519	MROH6
XLOC_022219	HSC_LacZ	HSC_shCTCF	OK	32.3413	22.5722	-0.518831	-2.16222	0.00115	0.00782337	NAPRT1
XLOC_022239	HSC_LacZ	HSC_shCTCF	OK	12.7326	8.31092	-0.615452	-1.73731	0.00285	0.0165812	FBXL6
XLOC_022240	HSC_LacZ	HSC_shCTCF	OK	25.4713	19.4123	-0.391901	-1.50585	0.0074	0.0360587	CPSF1,MIR939
XLOC_022244	HSC_LacZ	HSC_shCTCF	OK	15.3377	7.58889	-1.01512	-3.88325	0.00005	0.000514911	TONSL
XLOC_022247	HSC_LacZ	HSC_shCTCF	OK	13.7338	8.87596	-0.629753	-2.35656	0.00015	0.00137554	RECQL4
XLOC_022258	HSC_LacZ	HSC_shCTCF	OK	19.8409	11.7729	-0.753006	-3.09182	0.00005	0.000514911	DOCK8
XLOC_022259	HSC_LacZ	HSC_shCTCF	OK	7.14338	4.97258	-0.522613	-1.70599	0.0026	0.0153776	KANK1
XLOC_022274	HSC_LacZ	HSC_shCTCF	OK	0.475016	1.11637	1.23276	2.00536	0.0007	0.00515778	CD274
XLOC_022325	HSC_LacZ	HSC_shCTCF	OK	27.2793	18.3316	-0.573473	-1.83534	0.00175	0.0110888	GALT
XLOC_022344	HSC_LacZ	HSC_shCTCF	OK	8.6147	5.77327	-0.577411	-2.0293	0.001	0.00695847	RECK
XLOC_022394	HSC_LacZ	HSC_shCTCF	OK	48.9124	67.0138	0.454257	2.16267	0.00195	0.0121317	ANXA1
XLOC_022561	HSC_LacZ	HSC_shCTCF	OK	18.8171	12.149	-0.631213	-2.70918	0.00005	0.000514911	GAPVD1
XLOC_022576	HSC_LacZ	HSC_shCTCF	OK	45.7113	35.5406	-0.363083	-1.65789	0.0109	0.049119	CDK9
XLOC_022595	HSC_LacZ	HSC_shCTCF	OK	22.2854	9.82513	-1.18155	-4.69395	0.00005	0.000514911	TBC1D13
XLOC_022597	HSC_LacZ	HSC_shCTCF	OK	11.346	7.51933	-0.593505	-2.07655	0.0002	0.00176911	LRRC8A
XLOC_022602	HSC_LacZ	HSC_shCTCF	OK	16.1445	11.7039	-0.464044	-1.59507	0.0051	0.0267111	PPP2R4
XLOC_022608	HSC_LacZ	HSC_shCTCF	OK	15.1434	10.3705	-0.546201	-2.02249	0.0004	0.00321384	USP20
XLOC_022620	HSC_LacZ	HSC_shCTCF	OK	12.3257	8.53547	-0.530133	-2.21264	0.00005	0.000514911	PRRC2B
XLOC_022653	HSC_LacZ	HSC_shCTCF	OK	2.20214	1.34604	-0.710188	-1.759	0.0042	0.0227904	PPP1R26
XLOC_022673	HSC_LacZ	HSC_shCTCF	OK	96.293	159.782	0.730605	3.05975	0.00005	0.000514911	PHPT1
XLOC_022683	HSC_LacZ	HSC_shCTCF	OK	17.9806	10.6481	-0.755846	-2.93776	0.00005	0.000514911	UAP1L1
XLOC_022687	HSC_LacZ	HSC_shCTCF	OK	5.0622	3.41643	-0.567277	-1.6792	0.00375	0.0207827	NDOR1
XLOC_022693	HSC_LacZ	HSC_shCTCF	OK	22.4627	14.4503	-0.636435	-2.49474	0.00005	0.000514911	NELFB
XLOC_022785	HSC_LacZ	HSC_shCTCF	OK	5.21768	3.13948	-0.732883	-2.21487	0.00055	0.00420702	B4GALT1
XLOC_022796	HSC_LacZ	HSC_shCTCF	OK	5.52046	3.43307	-0.685292	-2.10982	0.0005	0.00387949	KIAA1161
XLOC_022820	HSC_LacZ	HSC_shCTCF	OK	12.1526	18.2019	0.582824	1.59742	0.00595	0.0302398	TPM2
