attrib_name,average surv>24 months,average surv<24 months,log2FC stratified by survival
USP45,0.078618385,-0.058304007,-0.136922393
GPR160,0.141840007,0.004893382,-0.136946625
CBX3,0.059576387,-0.077374502,-0.136950889
RNASE8,0.062010846,-0.075107354,-0.137118201
TEX10,0.094870057,-0.042269603,-0.13713966
PNPLA2,-0.00094303,-0.138095484,-0.137152455
RLN2,0.123984033,-0.013189698,-0.13717373
COQ2,0.070767319,-0.066413184,-0.137180503
C14orf179,0.054611878,-0.082632463,-0.13724434
AVL9,0.063148009,-0.074123617,-0.137271626
OR6N1,0.107767496,-0.029561136,-0.137328633
FUCA2,0.046379516,-0.091018718,-0.137398234
ID2B,0.125325213,-0.012085814,-0.137411027
GPR135,0.103234495,-0.03419697,-0.137431465
PPIP5K2,0.119963514,-0.017548195,-0.137511709
ZNF789,0.061420804,-0.076123473,-0.137544277
C7orf25,0.051643528,-0.086035372,-0.137678899
KNTC1,0.096855548,-0.040848314,-0.137703861
GZF1,0.074046942,-0.063776284,-0.137823226
LRRC31,0.004077454,-0.13375849,-0.137835943
KIAA1033,0.090193172,-0.047694309,-0.137887481
C21orf96,0.130498898,-0.007435131,-0.137934029
RPTOR,0.060554018,-0.077397635,-0.137951654
SMAD4,0.100500071,-0.037460504,-0.137960575
B3GNT5,0.112805832,-0.025173459,-0.137979291
OR10H2,0.054628023,-0.083443944,-0.138071967
NME5,0.068940683,-0.069143164,-0.138083846
VHLL,0.117909495,-0.020219567,-0.138129062
MT1F,0.135867212,-0.002279439,-0.138146651
ZSWIM4,0.043106223,-0.09504671,-0.138152933
GRB10,0.091657966,-0.04650245,-0.138160416
SCARNA4,0.077846408,-0.060341563,-0.138187971
CCNJ,0.079731615,-0.058538773,-0.138270388
6-Mar,0.072084211,-0.066262189,-0.1383464
PRPF39,0.086585242,-0.051762019,-0.138347261
SNORA72,0.033546906,-0.104851246,-0.138398152
GCFC1,0.081071657,-0.05739793,-0.138469587
PRIM1,0.087572546,-0.050963642,-0.138536189
DENND3,0.005905903,-0.132656065,-0.138561968
LIPT2,0.063297688,-0.075278202,-0.138575891
C3orf63,0.10088165,-0.037738205,-0.138619855
HNRPDL,0.058809637,-0.079810856,-0.138620494
C7orf70,0.05961707,-0.079084008,-0.138701078
ZNF800,0.081326351,-0.057391625,-0.138717976
ALG13,0.06411522,-0.074612365,-0.138727585
CHIC2,0.08498926,-0.053757199,-0.138746459
SPINK4,0.026051707,-0.112732151,-0.138783858
C17orf107,0.077501245,-0.061318312,-0.138819556
MCC,0.159370377,0.020546164,-0.138824213
PCDHGC3,0.137186415,-0.001708523,-0.138894938
BAHCC1,-0.155472582,-0.294499026,-0.139026444
CCBP2,0.071356081,-0.067731107,-0.139087188
PELI2,0.136005974,-0.00310257,-0.139108545
CCNI,0.082795697,-0.056315061,-0.139110758
MAPK8,0.084428201,-0.054689083,-0.139117284
PCDHA1,0.070826636,-0.068292802,-0.139119438
POC5,0.083725711,-0.055401337,-0.139127048
P2RX4,0.009788976,-0.129351159,-0.139140135
ZDHHC3,0.079169559,-0.060055093,-0.139224652
MED13L,0.064120164,-0.075107752,-0.139227915
TUBE1,0.076514616,-0.062749707,-0.139264323
PPP4R2,0.100976031,-0.038301195,-0.139277226
FIGF,0.124035953,-0.015303384,-0.139339337
KCTD14,0.121828876,-0.017680131,-0.139509008
GFPT2,0.127800782,-0.011740108,-0.13954089
POT1,0.068258144,-0.071334163,-0.139592307
SH3RF1,0.094781579,-0.044826548,-0.139608127
GEMIN5,0.08989808,-0.049758908,-0.139656988
LOC729020,0.069438976,-0.070251535,-0.139690511
ERP27,0.084736451,-0.054984535,-0.139720986
JAK3,0.083752703,-0.056058817,-0.13981152
ZMYND17,0.071588265,-0.068228209,-0.139816473
CYTH3,0.041884246,-0.097932951,-0.139817197
LOC220729,0.098311202,-0.041506357,-0.139817559
MDM4,0.088233286,-0.051588929,-0.139822215
BUB1,0.173517319,0.033659881,-0.139857438
C5orf35,0.052384388,-0.087480733,-0.139865122
C7orf4,0.047881828,-0.091983916,-0.139865744
B2M,0.125006615,-0.014874135,-0.139880749
C9orf144,0.088317888,-0.05158094,-0.139898827
DGCR9,0.058516892,-0.081411397,-0.139928289
SRL,0.128003983,-0.01192965,-0.139933633
HBD,0.221679552,0.081716932,-0.13996262
GOPC,0.087149289,-0.052820783,-0.139970072
ICK,0.154787553,0.014798776,-0.139988777
MAVS,0.052680939,-0.08743713,-0.140118069
RRP15,0.107867923,-0.032307503,-0.140175426
RIMBP3,0.065418492,-0.074789852,-0.140208345
KRT222,0.099580761,-0.040665026,-0.140245787
ZNF616,0.114339154,-0.025971699,-0.140310853
DUSP9,0.062374964,-0.077944946,-0.140319911
LOC100130691,0.070024111,-0.070301507,-0.140325617
FAM20B,0.094730725,-0.045607046,-0.140337771
C14orf93,0.067875747,-0.072486186,-0.140361933
KIAA0831,0.072171124,-0.068220405,-0.140391529
EEF1A1P9,0.068505299,-0.071887602,-0.140392901
KCNA7,0.076522048,-0.063880322,-0.140402371
CACNA2D2,0.084710064,-0.055700737,-0.140410801
C17orf28,0.256794808,0.11621423,-0.140580578
AEBP2,0.087369559,-0.053251077,-0.140620636
QTRTD1,0.08016426,-0.060461192,-0.140625452
IMPACT,0.076846586,-0.063781643,-0.140628229
CNOT6,0.104412589,-0.036224015,-0.140636604
ORMDL3,0.092448684,-0.048196073,-0.140644757
HIST1H3I,0.073649182,-0.067003307,-0.140652489
SUPT4H1,0.077843137,-0.0628336,-0.140676737
LOC727896,0.141918101,0.001238544,-0.140679557
DDOST,0.057335384,-0.083398717,-0.140734101
GAS5,0.084047831,-0.056740816,-0.140788647
DLX6,0.115672368,-0.025317865,-0.140990234
TMEM161B,0.115899609,-0.025143029,-0.141042638
HR,0.146354054,0.005296015,-0.141058039
SLC36A4,0.056925889,-0.084196324,-0.141122213
LOC652276,0.042960135,-0.098189433,-0.141149568
RABEP1,0.080863656,-0.060317823,-0.141181479
PLAC8,0.081562589,-0.05969814,-0.141260729
MPZ,0.048304481,-0.093044381,-0.141348861
EDDM3A,0.106766358,-0.034644748,-0.141411106
TRIM13,0.1114016,-0.030032868,-0.141434468
SERPIND1,0.117623471,-0.023819347,-0.141442818
FBXO25,0.092370377,-0.04917421,-0.141544587
SLC19A2,0.09530697,-0.046279341,-0.141586311
RP1-177G6.2,0.100483606,-0.041228373,-0.141711979
C11orf41,0.128469132,-0.013249707,-0.141718839
C20orf117,0.04943926,-0.092309776,-0.141749037
CCNB1,0.173324147,0.031564106,-0.141760041
ZFAND1,0.091397475,-0.050387121,-0.141784596
OR4N4,0.05924591,-0.082616094,-0.141862004
SUDS3,0.087351458,-0.054513964,-0.141865422
ANGPTL7,0.125611131,-0.016283414,-0.141894545
OR1L3,0.139234282,-0.002720625,-0.141954907
NFIC,0.021001778,-0.12097271,-0.141974488
FGF5,0.08426963,-0.057752412,-0.142022042
HECTD2,0.189366394,0.047315937,-0.142050457
C4orf14,0.07996995,-0.06208542,-0.142055371
OMA1,0.070914189,-0.07129921,-0.142213399
GPR87,0.227437624,0.085202452,-0.142235172
VGLL4,0.070975747,-0.071309981,-0.142285728
CLASP2,0.080656081,-0.061690805,-0.142346887
CBWD1,0.071850533,-0.070515866,-0.1423664
CDC7,0.104611878,-0.037935555,-0.142547433
FBN3,0.125283108,-0.017265302,-0.142548411
PDK1,0.117460135,-0.025252338,-0.142712473
C2orf52,0.097073151,-0.045668086,-0.142741237
C6orf167,0.128262731,-0.014480986,-0.142743717
CNTNAP2,0.192497368,0.049689643,-0.142807725
TM2D1,0.084128343,-0.058751733,-0.142880076
TOR1AIP1,0.077038051,-0.065890968,-0.142929019
PUM2,0.100960277,-0.041979417,-0.142939695
C12orf66,0.069751209,-0.073236972,-0.142988181
PAPSS1,0.059449075,-0.083572119,-0.143021194
KIAA1632,0.101338656,-0.041692318,-0.143030974
C9orf163,0.047344168,-0.095708676,-0.143052844
FAM73A,0.104931152,-0.038225572,-0.143156724
RPL23AP7,0.050561024,-0.092620845,-0.143181869
C5orf39,0.079534139,-0.063666753,-0.143200893
NCRNA00120,0.069816287,-0.073386621,-0.143202909
DHODH,0.050610882,-0.0926718,-0.143282681
SUV39H2,0.109218634,-0.034086594,-0.143305229
POLI,0.068862411,-0.074461469,-0.14332388
SLC30A7,0.093437909,-0.049944205,-0.143382114
SLC25A38,0.076068137,-0.067321587,-0.143389723
ZNF397,0.110283748,-0.033181662,-0.14346541
PCSK4,-0.004649111,-0.148184531,-0.14353542
MATR3,0.09776867,-0.045767237,-0.143535907
GTF2IRD2P1,0.036565861,-0.107035124,-0.143600984
ZBED4,0.067914509,-0.075702935,-0.143617445
NCBP2,0.069506188,-0.074133977,-0.143640165
C1orf126,0.17537308,0.031692865,-0.143680215
HMGB1,0.115264651,-0.028421362,-0.143686014
KLHL11,0.101925213,-0.04182462,-0.143749833
FAM38A,0.016553236,-0.127227684,-0.14378092
NAGLU,0.018074289,-0.125736068,-0.143810357
STX2,0.105932432,-0.037931903,-0.143864335
HSD17B4,0.074051707,-0.069821418,-0.143873125
SLC30A5,0.098883784,-0.045134403,-0.144018187
APPL2,0.087878521,-0.056159092,-0.144037612
MTIF3,0.071729054,-0.072313347,-0.144042401
NR2E1,0.10795,-0.03613731,-0.14408731
MKLN1,0.106076067,-0.038017252,-0.144093319
ZMYND8,0.114379481,-0.029760464,-0.144139945
SLC33A1,0.1020383,-0.042134797,-0.144173097
EPM2A,0.06460857,-0.079620415,-0.144228985
CCDC11,0.087318954,-0.057012261,-0.144331215
ZNF594,0.103593101,-0.040780209,-0.14437331
RNASEK,0.046506899,-0.097908034,-0.144414933
ZNF284,0.11783478,-0.026580711,-0.14441549
ANKRD36,0.113574182,-0.030856671,-0.144430853
KIAA1704,0.100376707,-0.044136799,-0.144513506
DICER1,0.105520982,-0.038998652,-0.144519634
TBL2,0.056738656,-0.087803283,-0.144541939
MACROD2,0.068839474,-0.075734092,-0.144573566
GNASAS,0.096993172,-0.047664377,-0.144657549
MBIP,0.085854267,-0.058828396,-0.144682663
ZNF512,0.092458037,-0.052253205,-0.144711242
TCTN2,0.051041252,-0.093707243,-0.144748494
SEL1L,0.115223684,-0.029546135,-0.14476982
RPL10A,0.061883535,-0.083000526,-0.144884061
CWC25,0.068831294,-0.076112255,-0.144943549
LOC255167,0.125844666,-0.019128663,-0.144973328
ANKIB1,0.079297475,-0.065723763,-0.145021238
NT5DC1,0.116171337,-0.028896255,-0.145067592
NARS2,0.089833926,-0.055353617,-0.145187543
SRBD1,0.096290718,-0.048933895,-0.145224613
ARMC10,0.057344488,-0.087882671,-0.145227159
LNPEP,0.121352276,-0.023876714,-0.14522899
GUSB,0.0074383,-0.137826132,-0.145264433
CHD9,0.107237909,-0.038032251,-0.14527016
USO1,0.094825249,-0.050469018,-0.145294267
ZNF197,0.121889936,-0.023412636,-0.145302572
ZC3H12B,0.108035953,-0.037273898,-0.145309851
SRPRB,0.084175,-0.061150849,-0.145325849
ALDH1A3,0.289036949,0.143697582,-0.145339366
MAP2K4,0.092977845,-0.052381505,-0.14535935
NBPF3,0.073371195,-0.072016818,-0.145388013
TMX3,0.093440256,-0.05201592,-0.145456176
LOC728190,0.07028133,-0.075186807,-0.145468137
ZNF18,0.048053236,-0.097415122,-0.145468358
HACL1,0.060565292,-0.084940147,-0.145505439
HBA1,0.308897404,0.16328486,-0.145612544
TNFRSF12A,0.10555761,-0.040125377,-0.145682987
CTXN3,0.053312731,-0.092395597,-0.145708328
CTAGE5,0.078972404,-0.066756609,-0.145729013
EEF2K,0.059423009,-0.086324118,-0.145747126
PABPC5,0.253912553,0.108138327,-0.145774226
SPATA2,0.037749538,-0.108029233,-0.145778771
AMIGO3,0.048005725,-0.097814638,-0.145820363
TSPYL3,0.060118137,-0.085731586,-0.145849723
ATP10D,0.059592603,-0.086266712,-0.145859315
BIVM,0.087150711,-0.058754147,-0.145904858
FGFR1OP,0.069081757,-0.076854144,-0.1459359
LOC116437,0.113684282,-0.032253156,-0.145937438
ECM2,0.147899502,0.001952964,-0.145946538
MGC16142,0.107393848,-0.038555276,-0.145949123
FRYL,0.103343599,-0.0426211,-0.145964699
ITFG2,0.058214829,-0.087817905,-0.146032735
A1BG,0.055638478,-0.090402033,-0.146040511
CHPT1,0.107644026,-0.038416189,-0.146060214
RAD50,0.077221479,-0.068875572,-0.146097052
TMEM194B,0.083329979,-0.062774659,-0.146104637
NKAIN1,0.072853983,-0.073316117,-0.1461701
SGK223,-0.012750178,-0.158959545,-0.146209367
CREB3L4,0.055263976,-0.090958072,-0.146222048
DGCR10,0.041321266,-0.104901927,-0.146223193
RBM3,0.084759566,-0.061487269,-0.146246836
VMA21,0.092107255,-0.054238864,-0.146346119
FZD2,0.232498293,0.086099435,-0.146398858
ELP2P,0.064659175,-0.081766637,-0.146425812
CG030,0.108965967,-0.037474571,-0.146440539
TLR3,0.179041181,0.032522828,-0.146518353
SIM2,0.057834851,-0.088735083,-0.146569933
MLL3,0.092946906,-0.053652229,-0.146599136
GPR61,0.110923613,-0.035756289,-0.146679902
SGK494,0.046810562,-0.099870929,-0.146681491
RHPN2,0.135778094,-0.010913261,-0.146691355
SHISA9,0.148789794,0.002084381,-0.146705413
MAP4K3,0.1176016,-0.029140013,-0.146741613
ANKK1,0.105005548,-0.04175696,-0.146762508
BRMS1L,0.072002596,-0.074779116,-0.146781712
RPS15AP10,0.095826138,-0.050977559,-0.146803697
LOC286467,0.067649929,-0.079174518,-0.146824447
KCNMB2,0.135899182,-0.010926047,-0.146825229
CCDC99,0.135893883,-0.01101372,-0.146907604
TPI1P2,0.042342781,-0.104580316,-0.146923097
CREB1,0.11224207,-0.034721086,-0.146963156
SLC43A1,0.078523684,-0.068482736,-0.147006421
EML5,0.119427596,-0.027623434,-0.14705103
CD63,0.053561451,-0.093499528,-0.147060979
C21orf82,0.082880512,-0.064264043,-0.147144555
COG5,0.074012482,-0.073216782,-0.147229264
NT5C3L,0.132414296,-0.014932144,-0.14734644
DNAJB14,0.110284957,-0.037073148,-0.147358105
WEE2,0.066963051,-0.080421419,-0.14738447
PNRC1,0.099105228,-0.048279581,-0.147384808
ZBTB20,0.121694523,-0.025716552,-0.147411075
NICN1,0.041349182,-0.106065407,-0.147414589
SCARNA16,0.120022368,-0.027439265,-0.147461633
NEK4,0.088346728,-0.05911734,-0.147464068
LONRF3,0.120434139,-0.027057403,-0.147491543
MESDC2,0.103793954,-0.043710521,-0.147504475
IQUB,0.063690078,-0.08382157,-0.147511648
MDS2,0.145441145,-0.002130437,-0.147571582
UGT1A8,0.062424964,-0.085297017,-0.147721981
LHX3,0.090128521,-0.057717497,-0.147846018
MAP4K5,0.114733357,-0.033152788,-0.147886145
RHBDL3,-0.003848506,-0.151832655,-0.147984149
TADA1,0.093075853,-0.054968873,-0.148044727
NAA38,0.0661617,-0.081934293,-0.148095993
WIPI1,0.175027845,0.026820598,-0.148207247
BACH1,0.101625818,-0.046586259,-0.148212077
HPGD,0.126888762,-0.021334608,-0.148223371
ADAL,0.089596479,-0.05872498,-0.148321459
NFIA,0.455691145,0.307330298,-0.148360847
C9orf173,0.08882532,-0.059596741,-0.148422061
TMED10P1,0.109574964,-0.038858593,-0.148433557
COMMD10,0.114818528,-0.033627333,-0.14844586
MFSD4,0.106559104,-0.041891778,-0.148450882
MRPL32,0.070449893,-0.07800496,-0.148454853
UBE2B,0.108192639,-0.040262717,-0.148455356
RPAP2,0.086101316,-0.062460771,-0.148562087
CRCP,0.040799004,-0.107879984,-0.148678988
CDK2,0.08447244,-0.064334599,-0.148807039
NT5C2,0.068673506,-0.080185604,-0.14885911
IGBP1,0.082386166,-0.06652143,-0.148907597
CRH,0.134029018,-0.01488111,-0.148910129
RPS7,0.064804267,-0.084118974,-0.148923242
TMEM100,0.203697475,0.054770611,-0.148926864
MYCNOS,0.039991643,-0.108955966,-0.148947609
SNHG8,0.063701316,-0.085271474,-0.148972789
NPTX1,-0.116436273,-0.265462839,-0.149026566
C5orf15,0.083846337,-0.065246943,-0.14909328
PPIAL4C,0.065434459,-0.083677373,-0.149111833
PEX3,0.122666999,-0.026481296,-0.149148295
PCDHGC5,0.093342888,-0.055856293,-0.14919918
C17orf75,0.102599787,-0.046636295,-0.149236081
RPS6KA6,0.204467532,0.055204578,-0.149262954
SGSM1,0.207679908,0.058381435,-0.149298472
RPS6,0.061201991,-0.088121195,-0.149323187
ZNF25,0.06960224,-0.079766359,-0.1493686
ERG,0.166444239,0.017031339,-0.1494129
STK3,0.111858748,-0.037563874,-0.149422622
ANKHD1,0.103904765,-0.045564949,-0.149469714
LOC100216545,0.037653272,-0.111876647,-0.149529919
WNT9B,0.100166927,-0.049390067,-0.149556995
EEF1A1,0.073653165,-0.0760235,-0.149676665
KLF6,0.046530405,-0.103153217,-0.149683622
C9orf5,0.0989601,-0.050737996,-0.149698096
FAM166A,0.057296586,-0.092405807,-0.149702393
LIN28A,0.109380939,-0.0404485,-0.149829439
MRS2P2,0.111421266,-0.038410151,-0.149831417
SMCHD1,0.116606188,-0.033233489,-0.149839677
ANKRD42,0.06142756,-0.088457153,-0.149884714
DKFZp761E198,0.029825213,-0.120062448,-0.149887661
TPH1,0.085436593,-0.064496603,-0.149933197
BPESC1,0.080342639,-0.069597518,-0.149940157
RABL2A,0.036553378,-0.113473505,-0.150026884
VSX1,0.034822511,-0.115270158,-0.150092669
ORC5L,0.085733499,-0.064472109,-0.150205609
ING5,0.064893457,-0.085329596,-0.150223053
EFCAB6,0.06037027,-0.089881136,-0.150251407
ZNF227,0.11368926,-0.03663055,-0.15031981
KLHL28,0.129695733,-0.02062762,-0.150323352
OSGEPL1,0.094090505,-0.056295623,-0.150386128
RBMS1,0.103682006,-0.046788182,-0.150470188
ZNF471,0.124084068,-0.026396042,-0.15048011
SS18L1,0.096857504,-0.053675965,-0.150533469
TEX9,0.134165967,-0.016397729,-0.150563696
GXYLT1,0.109994523,-0.040569427,-0.150563951
FBXO22,0.070139972,-0.080430904,-0.150570875
DLGAP5,0.237882006,0.087309268,-0.150572738
ANKS3,0.04504776,-0.105534755,-0.150582515
GFOD2,0.103361664,-0.047535762,-0.150897426
SHROOM1,0.214458108,0.063522189,-0.150935919
SFRS12,0.095073826,-0.055885241,-0.150959067
TNPO3,0.059486273,-0.091502616,-0.150988889
MED28,0.095527454,-0.055526042,-0.151053496
KDELR2,0.1023601,-0.04869577,-0.15105587
LOC126536,0.066734317,-0.084335133,-0.15106945
ARGLU1,0.064657148,-0.086445832,-0.15110298
AGTR1,0.303296906,0.152189979,-0.151106927
NSMAF,0.054011807,-0.097103709,-0.151115516
SDC4,0.102632219,-0.048509613,-0.151141832
ACOT13,0.091917781,-0.059225504,-0.151143285
E2F6,0.102657824,-0.048507645,-0.151165468
GRIN3A,0.146418634,-0.00482745,-0.151246085
C16orf79,-0.007852809,-0.159102927,-0.151250118
ZNF192,0.116111558,-0.035259219,-0.151370776
DLL1,0.220958499,0.069488477,-0.151470022
LOC387647,0.097602809,-0.053888462,-0.151491272
ZNF187,0.092444239,-0.059213033,-0.151657272
HIPK1,0.087768848,-0.063956599,-0.151725446
ZBED3,0.048886202,-0.102882366,-0.151768568
PILRB,0.030052987,-0.121724961,-0.151777948
GTF2IP1,0.077493954,-0.074317922,-0.151811877
ABCA8,0.335413122,0.183591249,-0.151821873
GLMN,0.077686949,-0.0741412,-0.151828148
LOC100134368,0.073363336,-0.078517841,-0.151881176
PIWIL3,0.070855299,-0.081048654,-0.151903952
TTC21A,0.043621586,-0.10831058,-0.151932167
FAM105A,0.239792781,0.087846846,-0.151945935
E2F1,0.045958001,-0.106015474,-0.151973475
RPL31,0.076052845,-0.075922182,-0.151975027
SNAPC1,0.088691856,-0.063311364,-0.152003221
THOC1,0.094386807,-0.057670243,-0.152057049
PM20D2,0.068272831,-0.083795426,-0.152068256
CCDC36,0.082012731,-0.070060057,-0.152072788
LIAS,0.070833179,-0.081311022,-0.152144201
SRD5A3,0.084298186,-0.067857625,-0.152155811
PODN,0.278950711,0.12673881,-0.152211902
CDK12,0.097207219,-0.055025369,-0.152232588
MRPL22,0.085025107,-0.067255639,-0.152280745
TTC27,0.095279196,-0.057012937,-0.152292133
PHOSPHO2,0.105915505,-0.046415181,-0.152330686
SLC17A9,-0.009480583,-0.161848358,-0.152367774
PCYOX1,0.097116145,-0.055416993,-0.152533139
MYLIP,0.122905583,-0.029661594,-0.152567177
EIF4B,0.088179374,-0.064448649,-0.152628023
HSPB11,0.093086913,-0.059545499,-0.152632412
CREBZF,0.095138585,-0.057495518,-0.152634102
MGAT4A,0.189213265,0.036530268,-0.152682996
RBMX,0.087057752,-0.065685291,-0.152743044
WDR88,0.059251422,-0.093589766,-0.152841189
LMLN,0.030715718,-0.122128448,-0.152844166
FKTN,0.096342425,-0.056513343,-0.152855768
TOX,0.138047333,-0.014874128,-0.152921461
C12orf50,0.141866323,-0.011068062,-0.152934385
LRRC37A2,0.078650996,-0.074286991,-0.152937986
TFEC,0.085583606,-0.067357043,-0.152940649
KCNH2,0.242400249,0.08943734,-0.152962909
EIF3L,0.073307539,-0.079664694,-0.152972233
PBK,0.204865434,0.051827976,-0.153037458
TCEB3B,0.093650178,-0.059497895,-0.153148073
SNX22,0.127783819,-0.025400565,-0.153184384
REV1,0.090229267,-0.062961922,-0.153191189
B3GNTL1,0.018604659,-0.134590938,-0.153195597
RPL13AP20,0.107899716,-0.045439941,-0.153339656
CEACAM22P,0.107116038,-0.046305399,-0.153421437
EXT2,0.065121942,-0.088401992,-0.153523933
WNT5B,0.133099075,-0.020486504,-0.153585579
KIAA1712,0.104818279,-0.048779177,-0.153597456
LYSMD3,0.137619666,-0.015981013,-0.153600679
KDM3A,0.091651814,-0.061984595,-0.153636409
POU3F3,0.071928912,-0.081775987,-0.153704899
ZBTB5,0.062584495,-0.091129251,-0.153713746
DCAF16,0.094343812,-0.059386123,-0.153729935
LMBR1,0.077488549,-0.076267894,-0.153756443
LUC7L,0.068271586,-0.085493668,-0.153765255
C3orf70,0.181206828,0.027311823,-0.153895005
STK17A,0.125365078,-0.028542719,-0.153907797
HS3ST2,0.162597724,0.008662936,-0.153934788
C7orf68,0.009614118,-0.144381797,-0.153995915
LOC285629,0.101592888,-0.052477179,-0.154070067
CFTR,0.111071693,-0.043018385,-0.154090078
TMEM150A,0.012014331,-0.142229097,-0.154243428
SOX10,0.045161949,-0.109183378,-0.154345327
RAB40C,0.027211807,-0.127211736,-0.154423543
TSHZ1,0.08288101,-0.071547369,-0.154428379
RAD17,0.097895555,-0.056676581,-0.154572136
NTRK1,0.135439829,-0.019206988,-0.154646817
XYLT2,0.054047653,-0.100639965,-0.154687618
DDX3X,0.102100925,-0.05259454,-0.154695465
TFRC,0.12252692,-0.032186441,-0.154713361
SPTY2D1,0.104416821,-0.05035401,-0.154770831
OR52K1,0.164556757,0.00977968,-0.154777076
ZP3,0.033120982,-0.121657862,-0.154778844
RPL23AP53,0.101401814,-0.053483845,-0.154885658
ZMYND10,0.054792105,-0.100158256,-0.154950362
C3orf31,0.10600825,-0.048963832,-0.154972083
TRA2A,0.062627063,-0.092358339,-0.154985402
C2CD4C,0.10543261,-0.049562979,-0.154995589
LOC400927,0.132687055,-0.022344243,-0.155031298
ZNF876P,0.146745768,-0.008309317,-0.155055085
AFF4,0.114455797,-0.040645978,-0.155101774
SYPL1,0.083098613,-0.072032804,-0.155131417
KIAA1715,0.096696693,-0.058463877,-0.15516057
ZNF559,0.128552134,-0.026620357,-0.15517249
LOC100128822,0.04644655,-0.108732912,-0.155179462
MGC12982,0.037575925,-0.11763561,-0.155211535
SPRYD4,0.04044527,-0.114898787,-0.155344058
NFXL1,0.103635277,-0.051793821,-0.155429098
C10orf78,0.107607504,-0.047869774,-0.155477277
FAM122B,0.104847831,-0.05063652,-0.15548435
JPH3,0.075971977,-0.079524103,-0.15549608
GNPDA2,0.090979836,-0.064527401,-0.155507238
RBM44,0.097359139,-0.058163452,-0.155522591
BRI3BP,0.039226245,-0.11631852,-0.155544765
NR1D2,0.100835775,-0.05473756,-0.155573335
SUMF1,0.041323506,-0.114353603,-0.15567711
PSEN2,0.035507539,-0.120178352,-0.155685892
SLC25A46,0.085049609,-0.070650037,-0.155699646
PDE1C,0.185704836,0.029960055,-0.155744782
TLR2,0.052511558,-0.103237939,-0.155749496
ATOH8,0.226681899,0.070898295,-0.155783604
C4orf11,0.099972582,-0.055823255,-0.155795837
CBR4,0.095083215,-0.060765617,-0.155848831
F10,0.137135028,-0.018748519,-0.155883548
MSL2,0.116651351,-0.039378145,-0.156029497
KIF27,0.059272902,-0.096798037,-0.156070938
C5orf27,0.088292817,-0.06785771,-0.156150527
DGCR11,0.102243385,-0.053961614,-0.156204999
ACTA2,-0.037500178,-0.193746357,-0.156246179
TIMM9,0.106132148,-0.050164514,-0.156296662
SORBS2,0.23428734,0.077981801,-0.156305539
DEPDC1,0.252699538,0.096383066,-0.156316471
CD33,0.015631223,-0.140703017,-0.156334241
C20orf177,0.119522333,-0.036869849,-0.156392182
AURKC,0.040156935,-0.116293544,-0.156450479
FAM115A,0.079989723,-0.07649702,-0.156486743
SLC4A10,0.126364474,-0.0301306,-0.156495074
UBA5,0.098691714,-0.057821559,-0.156513273
RFFL,0.099403841,-0.057127306,-0.156531147
ALDH4A1,0.051218706,-0.105328941,-0.156547646
TMEM68,0.087136309,-0.069479486,-0.156615794
EIF3A,0.089539118,-0.067153127,-0.156692246
GLS2,0.051009211,-0.105785883,-0.156795093
ALG5,0.09205978,-0.064761165,-0.156820944
PBX1,0.554724502,0.397889309,-0.156835193
HP,0.222919203,0.065959141,-0.156960062
FAM178B,0.279552205,0.122564262,-0.156987943
ZNF80,0.148137731,-0.008887547,-0.157025278
ERGIC2,0.119441181,-0.03764976,-0.157090941
SERPINH1,0.223598969,0.066376965,-0.157222004
OR2T8,0.064963798,-0.092284806,-0.157248604
CYP8B1,0.154743137,-0.002634667,-0.157377803
C4orf41,0.08514335,-0.072256539,-0.157399889
SNORD17,0.0705234,-0.087003548,-0.157526948
ARGFXP2,0.084637127,-0.072924209,-0.157561336
AGBL2,-0.025590398,-0.183155254,-0.157564856
HNRNPA3P1,0.130607895,-0.026963703,-0.157571598
GTF2IRD2,0.04256995,-0.115025305,-0.157595255
C1orf115,0.244197511,0.086588313,-0.157609198
KIF13A,0.186820555,0.029207419,-0.157613136
GPT,0.03069399,-0.126980967,-0.157674957
RYR3,0.264105477,0.106417005,-0.157688472
MRPS33,0.060980974,-0.096720901,-0.157701875
GBE1,0.0893649,-0.068350693,-0.157715594
C21orf91,0.096764794,-0.060980276,-0.15774507
PLEKHG3,0.09786138,-0.059932433,-0.157793813
N4BP2L2,0.107948151,-0.049855649,-0.1578038
CDC42SE2,0.110465149,-0.047424479,-0.157889628
PDCD4,0.099344523,-0.058566025,-0.157910548
PPP2R2D,0.08724431,-0.070676695,-0.157921005
NR2C1,0.069992176,-0.087983464,-0.157975641
C16orf54,0.035571586,-0.122427147,-0.157998733
GFM2,0.087717319,-0.070314876,-0.158032195
LRRC37A,0.069310384,-0.088738715,-0.158049099
PDCD5,0.079219915,-0.078844937,-0.158064851
MCM7,0.040480299,-0.117643147,-0.158123446
LMTK2,0.144581863,-0.013541747,-0.15812361
C2orf60,0.101698009,-0.056447352,-0.158145361
CDK13,0.0741867,-0.084015707,-0.158202406
ZKSCAN2,0.089261842,-0.068947506,-0.158209348
BRIP1,0.122063122,-0.036182584,-0.158245706
PCDHA7,0.121364367,-0.03688421,-0.158248577
RMRP,0.077791074,-0.080492322,-0.158283396
MON2,0.122916003,-0.035382947,-0.15829895
OR11H4,0.116869417,-0.041483248,-0.158352665
LRRC49,0.255923364,0.09751258,-0.158410784
